GENE	ES_A549
OR2AT4	-0.47
IQGAP3	NA
RPP25	0.41
RAB3B	-0.46
KIAA0999	0.49
CPN1	-0.69
ABCC3	NA
LOC401606	-0.57
CLEC1B	NA
ZFHX2	-0.57
ZNF776	-0.32
TPD52L3	-0.59
MLN	0.49
SLC4A8	-0.57
HDAC7A	-0.61
OMP	NA
PTP4A2	NA
FGF3	0.49
ATP8A2	0.36
SENP2	NA
OR2A4	-0.47
HSD17B11	NA
KCNA7	-0.54
DBX1	NA
C15ORF42	-0.53
COL10A1	NA
AHSG	-0.32
C6ORF105	NA
CNOT2	NA
TADA2L	-0.5
FNTB	NA
RIN1	NA
TGM1	-0.65
SULT1E1	NA
HOXB1	0.49
DHRS1	-0.62
USP49	-0.49
FADD	0.31
ZNF14	-0.7
CD274	NA
CD6	-0.56
TMEM48	-0.75
SHFM3P1	0.49
CACNG7	-0.51
LOC138046	-0.62
TMIE	-0.58
ATP6AP1	-0.67
FBXO44	0.41
PCSK5	NA
PPP1R12B	-0.59
FLJ46831	NA
PIK3CA	-0.49
ZNF187	-0.72
KCNN2	NA
PH-4	0.41
FOLR1	-0.33
ABCA4	-0.64
CPNE1	-0.7
ST8SIA1	-0.58
TATDN2	-0.47
BSG	-0.56
CDSN	0.44
PIGZ	NA
HPX	-0.52
FLJ30092	NA
GHRH	-0.38
OTOF	0.3
USH2A	-0.49
DHRS4L2	NA
LOC441511	-0.7
RASGRF2	0.31
ADH1A	0.44
MMP28	-0.53
DUOX2	0.39
PTPRT	NA
TADA3L	-0.45
AQP5	0.48
IL8RB	-0.72
HIBADH	-0.64
PDZK1	-0.59
KIAA1429	0.35
AMFR	0.54
NGB	NA
CCL4L1	0.37
HSD17B7	-0.57
RRN3	0.42
TAGLN	-0.54
OR5I1	-0.56
F5	-0.48
PRSS36	NA
AGPAT6	-0.74
DGKK	-0.62
NLGN4X	0.4
WSB2	-0.31
ZNF791	0.44
ALPK2	-0.59
ARF1	0.47
FGF19	0.35
SBK1	NA
STX1A	0.48
ARL13B	-0.66
TACC3	-0.53
ME1	NA
CSNK2A2	-0.5
NFE2L2	-0.65
PLCB1	-0.41
ULBP1	-0.42
TF	NA
ABRA	-0.59
RGL1	-0.51
PDE6C	-0.61
FADS2	-0.47
RNF10	NA
CAV3	NA
TSSC1	-0.55
IRF2	NA
RAB42	-0.43
TACR2	-0.61
RAB39B	-0.58
STK11	-0.53
HLA-DRA	0.4
HLA-DPB1	NA
NOSIP	-0.38
POLN	-0.72
CKLF	-0.35
SLC25A37	-0.65
VDP	-0.61
SCGN	NA
TBC1D9B	-0.56
LCN6	NA
PRKCSH	-0.61
CRKRS	-0.66
NEFL	-0.4
CTDSP2	-0.48
NXF5	NA
NAPSA	NA
CASP6	-0.6
SLK	-0.44
GTPBP1	NA
PRSS1	-0.57
RPS5	-0.53
ARHGAP17	-0.41
CCT2	-0.71
RDH10	0.44
ESSPL	-0.51
KCNC2	-0.67
SEC61G	NA
ADAMTS17	0.48
LYPLA1	NA
TMPRSS5	NA
SORDL	0.38
PDE6A	0.48
ARHGAP4	NA
SLAMF1	-0.34
MAPK15	-0.41
ENSA	-0.61
RAB7B	-0.57
CDK7	-0.67
ARPC2	-0.72
EIF2AK3	-0.66
HSPA2	NA
CEL	-0.56
ATP6V0A2	NA
SCN10A	-0.57
IL10RB	NA
EFCBP1	0.44
CTSB	NA
RETSAT	NA
ACE	0.47
UBL3	-0.54
COQ6	NA
ARHGAP23	NA
PNMT	0.44
HIBCH	NA
FZD2	-0.58
ZNF449	-0.69
NAGLU	0.43
ZNF625	-0.4
PCDH8	-0.71
RAB3D	0.43
HSD17B12	-0.71
TPSAB1	-0.53
ZNF286A	-0.57
ZNF588	-0.46
RKHD1	0.48
FMO1	-0.54
NOTCH2NL	-0.41
MTMR2	-0.42
CCDC71	-0.46
TNS1	-0.47
PRSS2	-0.51
ZNF135	NA
ATP5O	0.43
PSEN2	0.43
FOLR3	NA
EPHB2	-0.54
RCN1	-0.51
DULLARD	-0.54
PIGK	-0.68
LOC391360	NA
ROS1	NA
CIRH1A	-0.4
IL10RA	-0.51
LOC391491	-0.66
LOC283871	-0.45
MAN1A1	-0.68
KRT12	NA
EDG1	0.42
DFFB	-0.71
SEC22A	NA
DOK1	-0.43
GCKR	-0.44
FTCD	-0.46
NR6A1	-0.63
XPNPEP3	-0.45
UBQLN3	-0.46
IL7R	NA
FXYD4	-0.61
EPHA2	NA
IL19	-0.57
ABCA12	-0.55
GAL3ST2	-0.47
TRAPPC2	-0.54
HSPA4	0.41
TBXAS1	0.3
FGF13	-0.68
HCRTR1	-0.45
ENAH	-0.55
SGK	0.43
LCMT1	NA
GART	NA
MTCH2	NA
CXCL14	-0.56
NPTXR	0.4
FOXJ1	0.41
FXN	-0.65
LOC441777	NA
S100A10	0.43
SLC5A8	-0.51
FZD5	-0.47
NFKB1	NA
LGICZ1	0.43
RRAGB	NA
NEDD4	NA
GTF2I	NA
SLC32A1	0.43
GPRC5B	-0.56
LCT	-0.5
REXO1	0.37
PAMCI	0.27
RNF2	0.37
ICOS	-0.47
DNM1L	-0.56
RNF130	-0.62
IHPK3	0.41
LIPE	-0.41
PLCL1	-0.68
CRYBB1	-0.55
DNAJC4	0.44
YTHDF1	0.34
FGF11	NA
PDLIM5	-0.64
LOC390705	0.48
ADI1	0.33
SLC28A1	-0.51
DRD5	NA
NCAM1	-0.55
PFAS	-0.71
KCNJ11	-0.42
ATPAF2	-0.46
WAS	-0.49
GNLY	-0.56
SERPINB3	-0.31
NRBF2	-0.46
EPB41L4B	-0.45
ACF	NA
RAVER1	-0.54
LAT	-0.71
CHRNG	-0.41
ZNF354A	-0.52
HSPC111	-0.71
NCOA1	-0.38
DVL1	NA
FDX1	NA
MMP27	-0.71
DUX1	-0.48
BCL7B	-0.66
TNFSF14	-0.58
CCL21	NA
PAQR4	-0.49
USP3	0.34
DLGAP2	-0.61
TLOC1	-0.5
RAMP3	NA
PTGES	-0.29
EIF4EBP1	NA
ITGAE	-0.47
CYP39A1	-0.43
PIK3CD	-0.71
CDKN1C	0.42
DKFZP586H2123	-0.53
NRBP2	-0.41
RASA4	NA
SLC5A2	-0.53
PAFAH1B2	-0.59
GLRA3	NA
PALLD	NA
GUCA1B	-0.6
SLC6A17	-0.53
AKR1C1	NA
S100A7	NA
SLC26A10	-0.42
LOC442368	-0.65
IL24	-0.61
NDUFA7	0.44
CD163L1	NA
MEST	-0.55
GIMAP8	-0.62
MBTPS2	-0.42
TMC4	-0.61
EFCAB3	-0.31
BUB3	-0.54
FOXG1B	-0.62
SCO2	0.39
CYP4F2	-0.46
UBE3A	0.43
ADAMTS15	0.29
LCOR	-0.58
BCL10	-0.29
APEH	-0.3
PHLPPL	-0.57
GJB5	-0.58
PPWD1	-0.69
UGDH	-0.59
C9ORF97	-0.66
RGPD4	-0.62
IRAK2	-0.38
PON2	-0.54
KLK13	0.36
CYLD	-0.5
EFCBP2	-0.41
RAD17	-0.67
ITPKA	-0.61
CXCL3	-0.69
GAL	0.29
TMED4	0.38
RBBP6	-0.66
TMPRSS11E	-0.69
ZMYM1	0.37
RNASE7	-0.41
TBX3	NA
ZNF571	NA
CDC14A	-0.51
GJB1	-0.64
PPP1R3B	-0.47
DUSP21	NA
LOC440354	-0.58
CDH26	0.36
GNAT2	-0.56
REEP6	0.3
PARP16	-0.71
CD83	-0.41
LYRM2	-0.68
RAMP1	0.4
DDIT3	0.43
MAT1A	-0.49
SCYL3	-0.62
FIBCD1	NA
ZNF80	-0.78
STK11IP	NA
IGFBP3	-0.39
CYP2C9	NA
APOO	-0.5
KLF6	-0.51
HTR1A	-0.68
ZNF342	NA
HECTD2	NA
LOC442653	0.48
TAS2R49	-0.57
FLJ20674	-0.55
UBFD1	0.27
AOC2	-0.49
SLC2A4RG	0.47
HAS1	-0.52
GAPDHS	-0.45
SLC36A1	-0.64
LIFR	0.39
FOXA3	-0.67
ITSN1	-0.56
ZNF438	-0.46
ZNF253	-0.4
UBADC1	0.27
LOC345378	-0.43
SYT9	0.42
YARS	-0.63
FOXE3	-0.43
TWF2	-0.42
ENPP6	NA
KCNH3	-0.5
CYP26B1	NA
MEIS2	-0.62
HERPUD2	-0.29
NF2	-0.37
DEFB103A	-0.61
FCER1G	-0.6
ST14	-0.44
WTAP	0.33
EDG8	0.29
RORC	-0.46
DNAJB8	0.47
CKMT2	-0.56
ITGA6	-0.41
SH3RF1	-0.74
LGALS3BP	-0.69
TFAP2E	-0.32
ACTN4	0.34
TGDS	-0.63
SORD	NA
GPR139	-0.67
ZFP1	-0.68
SFTPC	-0.71
TAL2	NA
MS4A4A	-0.78
MTHFS	-0.51
PDGFD	NA
LIMS1	-0.45
LOC441992	-0.43
BRAF	-0.51
RP11-45J16.2	-0.66
MAN2C1	NA
CLC	-0.3
CHD8	-0.55
C1QTNF5	-0.52
OLR1	NA
ZNF567	-0.66
PLD4	-0.36
CCND2	-0.37
TMEM171	-0.4
ACOT9	-0.7
HERC2	NA
PCLO	-0.64
RICS	-0.7
SSR4	-0.38
TSC2	0.43
RPS6KC1	-0.57
HTR7	-0.62
BPHL	-0.27
FLJ23834	0.41
CD300LF	-0.39
IL18	-0.48
CALM3	-0.36
IL12RB1	NA
PTPRA	-0.4
PTPN6	-0.52
SLIT2	-0.53
XRCC2	-0.68
ALOXE3	-0.6
DPYS	-0.31
FANCM	0.35
RNF167	-0.56
TCF4	0.39
ADAM11	NA
ATXN1	0.33
CDK2AP1	0.41
SYK	0.41
ZNF239	0.39
LOC441016	NA
TOMM22	-0.74
C1QB	NA
ENC1	-0.61
ABHD9	-0.51
APBA2BP	-0.4
DYRK1A	-0.42
RNASE3	-0.54
SFXN2	NA
USP12	-0.69
CD300LG	NA
STRN4	NA
XPA	0.43
IRF3	-0.5
CDC25A	NA
SOS1	-0.67
CST8	NA
SULT1A1	0.34
DPAGT1	-0.71
ANAPC2	-0.65
CYP2A7	-0.35
RPUSD1	NA
MBD2	-0.56
CACNA1S	-0.71
NMBR	-0.6
DRAP1	0.35
KIFC1	NA
PLXNA3	0.37
EIF2AK4	-0.74
NCR3	-0.45
BMPER	NA
C12ORF52	NA
LIG3	-0.39
CD244	NA
GAK	-0.43
LOXL4	-0.52
JMJD1B	0.45
ACPP	NA
KRT8	-0.47
AQP10	NA
BMP2K	-0.69
RBP3	-0.71
ARSF	NA
TRIM22	0.52
FBLN2	-0.43
KIAA1542	-0.71
MAPK13	0.39
C5ORF32	-0.5
SETD2	-0.62
ISG15	0.42
LIPA	-0.33
FADS6	NA
MME	NA
PAK6	-0.56
HPRT1	-0.71
CPT1A	NA
RKHD2	-0.34
FOXRED1	NA
PDE1B	-0.69
TFAP2B	NA
JUN	NA
TNNI3	-0.46
RP11-431O22.2	-0.6
PILRB	-0.3
FURIN	-0.71
GLRX2	-0.52
STK39	-0.64
ZAN	-0.49
NTRK1	NA
PSME2	-0.61
MAP3K11	0.3
NIN	0.42
HLA-DOB	-0.58
RNPS1	0.3
HMGCS2	-0.44
FGFR2	0.35
KCTD1	0.47
CTSF	-0.48
C7ORF16	-0.54
PCDHAC2	NA
FOXN2	-0.63
POLRMT	-0.5
L1TD1	0.42
ERAS	-0.55
OPRK1	-0.49
HGD	-0.4
DCAKD	NA
PTPN3	-0.6
MST150	-0.58
DHTKD1	-0.54
PDHX	-0.58
NOVA1	0.33
DDX3Y	NA
RARS2	-0.59
RAB38	NA
CSNK1E	0.34
HEY2	NA
RDH5	NA
AKAP5	NA
GNMT	-0.38
GLA	-0.46
GALC	-0.49
C9ORF98	-0.52
LRP12	-0.58
RAPGEF2	0.35
NELL2	-0.71
KIAA1598	NA
ELAC2	-0.55
SIGLEC8	NA
RLBP1	-0.42
VEGFA	-0.42
DTNA	-0.61
ALKBH2	-0.42
ZNF148	-0.63
LSR	-0.63
CDC7	0.29
NFIA	-0.59
C4A	-0.43
CGRRF1	-0.67
CALML3	-0.46
RAP2C	-0.68
TARBP1	0.38
MRCL3	-0.38
RAB27A	NA
DSC3	-0.6
PRKACG	0.46
UGT1A10	0.33
MICA	0.23
LOC340765	-0.63
CSNK1D	0.38
PIK3R2	-0.36
PDPN	-0.74
SCMH1	0.42
SOX6	0.39
TMPRSS11D	-0.31
FAM48A	NA
PACSIN3	NA
USP9Y	-0.42
ZSWIM2	-0.55
ZFP3	-0.52
SUZ12	-0.39
FOXD4	0.37
LOC402687	NA
OLIG2	0.46
IVD	0.24
TRHDE	-0.58
CBL	-0.56
TREML4	-0.45
OPN1MW	0.42
MGAM	-0.62
PTHR2	0.42
ZNF44	-0.65
NFKBIL2	-0.68
LOC441812	-0.61
PCDHA6	-0.57
TAF15	-0.71
PGDS	0.25
PPM1D	0.42
CRELD2	-0.63
PCTK2	NA
CACNA2D1	-0.4
LMO1	-0.61
SLA2	NA
AK3L2	-0.4
ADRB3	NA
SLC27A5	-0.54
HDAC10	-0.3
OXCT2	NA
NAGS	NA
PHF3	-0.59
MCM3	-0.48
MARS	NA
LDLRAP1	NA
ST8SIA5	0.42
ERGIC2	NA
PPP2R4	NA
PPID	-0.51
KCNAB1	-0.69
TAF7L	-0.69
ANXA9	0.42
CNOT8	-0.39
DHX40	-0.7
ELAC1	-0.56
MRGPRX2	NA
RHOT2	-0.56
FOXF2	NA
MYBPC3	-0.52
TRIM59	-0.45
BCORL1	0.25
ZNF547	-0.65
ARHGAP22	-0.36
PLG	-0.56
COL4A3	-0.53
ZNF74	-0.69
MAN2A1	-0.37
RHBDF2	0.32
HBB	NA
UGT1A1	NA
VPS28	NA
ZNF551	-0.52
DYRK1B	-0.56
ARHGEF5	NA
CST3	0.37
ECHDC3	-0.67
KRTAP5-2	NA
PRMT2	-0.47
CERK	-0.56
ABCG4	NA
FLJ20273	-0.7
HRG	-0.68
LOC400301	NA
HPS5	-0.47
DSC1	-0.7
TESSP1	-0.56
MAST4	-0.55
TPST2	-0.59
DNAJA3	NA
ACSL1	-0.64
REN	NA
LMAN1L	-0.69
LGALS3	NA
HIST2H2AB	-0.41
G6PD	NA
ZSCAN10	-0.55
IL6R	NA
PTGS1	-0.55
TLR2	NA
IFNB1	-0.53
ERCC6	-0.55
FH	-0.5
IFNAR1	NA
POLR2G	-0.47
NDUFA5	-0.63
BRSK2	-0.65
OR2T33	NA
SCN2B	0.46
CD79A	-0.45
ESRRB	0.38
GGH	-0.37
PSMC2	-0.44
GPR20	-0.55
ZSCAN5	-0.49
DHRS4	-0.73
AURKA	-0.58
KLF10	-0.67
MUC2	-0.39
LOC347512	-0.42
IRS1	-0.44
HIVEP1	NA
CCL22	-0.56
KLRG1	-0.45
PCCA	NA
WFDC12	-0.54
CAMKK2	-0.48
HDC	-0.57
DDX27	0.41
NOG	NA
CES2	-0.41
SKI	NA
ZNF71	-0.47
GREB1	-0.59
CYBASC3	-0.28
GPRC6A	NA
TNRC6C	0.41
LYPLAL1	-0.46
MTHFD1	NA
ADIPOR2	NA
GNRHR	-0.51
LSAMP	-0.41
SYT16	-0.45
SAR1A	-0.54
PTN	-0.7
ALG8	-0.42
SMAD7	-0.48
BBS2	NA
GJE1	-0.5
TCEB3C	0.41
AP2A2	NA
ETV3	-0.46
ENOPH1	-0.67
TFR2	-0.7
CMA1	0.26
DCI	-0.52
ATP2B4	-0.29
MAP3K7	-0.55
TRAM1	-0.55
PRDX1	-0.63
EWSR1	NA
QSCN6L1	-0.39
APOA2	-0.51
C5ORF14	-0.68
CCNG2	-0.41
FLT4	0.34
FOXI1	0.45
ST3GAL4	0.25
CYP2D6	-0.49
LOXL3	-0.34
POU2F3	NA
EMR4	NA
LOC391352	0.34
DHX30	NA
FOXP2	-0.54
LILRA6	-0.4
SELL	-0.44
GLS2	-0.44
LYRM1	NA
TCAG7.981	-0.48
NNT	-0.63
RNF175	-0.48
LYL1	-0.45
MYST3	NA
LOC402295	NA
TRPV5	-0.38
PSMF1	-0.39
ETS2	-0.7
INTS3	0.41
CBFA2T2	NA
KIAA1005	NA
C1ORF55	-0.52
EPN2	-0.69
DHH	-0.53
SEC11C	-0.73
HGFAC	0.45
SENP1	-0.59
DUSP27	NA
FMNL2	-0.63
GZMK	-0.38
DLEC1	NA
GSG2	-0.34
KCNJ8	NA
LOC201651	NA
FLT3	NA
LOC344191	-0.43
KCNE4	0.39
S100A5	-0.5
STARD13	-0.56
MMP24	-0.63
ATF5	0.29
EIF4G1	-0.73
MLX	-0.48
SCGB3A2	NA
TRIM58	-0.54
OXGR1	-0.46
GNG8	-0.63
GLULD1	-0.46
MS4A3	-0.49
COL4A5	-0.7
BARD1	-0.44
S100A8	NA
UNQ2541	-0.48
NEUROG2	0.44
ME3	NA
CPT1C	0.35
CYP4F12	-0.69
ST3GAL5	-0.48
PRDM7	NA
LOC391062	-0.49
CXCR3	-0.56
RNF34	-0.55
SLC9A2	NA
CNOT4	-0.69
TFCP2L1	-0.65
ZNF238	NA
PIAS4	-0.52
KIAA1639	0.5
ITGA1	NA
MEFV	-0.3
TSHZ3	-0.4
APTX	-0.41
KCNA5	-0.41
FARP1	0.41
TXNL6	-0.46
CFH	-0.47
APPBP2	NA
SACM1L	NA
PVR	NA
DUSP19	-0.48
AGPS	-0.67
ABHD14A	-0.7
ARFGAP3	-0.68
F2	-0.64
GPR146	NA
ARID1A	-0.58
ALG9	-0.43
SLC22A6	-0.44
MSR1	0.41
ART3	-0.77
PEBP4	0.36
USP32	NA
SNAI3	-0.46
DRG2	NA
NBN	NA
HIP1	-0.67
KCTD14	NA
NADSYN1	-0.61
GRK7	-0.45
RNASET2	-0.51
RFX4	-0.42
ETV5	-0.48
TRPV3	-0.64
TNFRSF17	-0.59
USP15	NA
PRSS8	-0.68
MOCS1	-0.38
FGD6	-0.5
KAL1	-0.53
LAIR2	-0.68
C21ORF70	-0.44
PLCB3	-0.48
RAB6A	0.37
CYP26A1	-0.7
FUT5	NA
HSDL1	-0.59
CEBPA	0.42
JAK2	-0.67
LOC129026	0.41
MAPK3	0.36
AHCYL1	NA
TP73	-0.36
GIMAP7	-0.44
LOC391767	0.3
UBE4A	-0.4
MID1	-0.5
ERBB2	-0.46
RGR	-0.53
PLCD4	-0.48
GZMA	-0.49
NUDT1	-0.71
RDH8	-0.32
PDK3	-0.44
RDX	-0.63
HOXA4	0.45
ZNF407	-0.5
GPR35	-0.5
SPG20	-0.63
NDUFA3	-0.73
ENDOG	0.49
PPP4R1L	-0.32
CHRNA4	-0.69
METTL4	-0.52
TAS2R42	-0.64
NCOA7	NA
MRPS28	-0.49
SNRPA	-0.7
GPR148	NA
PTPN5	0.45
APAF1	-0.7
KRT1	-0.4
SLC22A8	NA
TIAM1	-0.77
BUD13	-0.63
ZSCAN29	-0.52
HMCN2	-0.49
ATPBD1C	-0.54
HSPA1A	-0.62
MTCH1	-0.47
HOXA11	NA
SATL1	-0.59
PEX19	-0.65
SRP9	-0.63
LOC391533	-0.59
PSPH	0.31
GPX5	-0.46
CAMKK1	-0.59
CCBE1	-0.36
FKBP9L	NA
DUSP6	-0.47
CIAO1	0.26
HNRPH2	-0.6
C8ORF13	-0.68
COX5B	-0.62
KIR2DL2	-0.42
BCL2A1	-0.56
SQSTM1	-0.37
CSF2RA	-0.48
HSF5	-0.7
TROAP	-0.52
ZNF565	-0.64
MARK4	-0.62
KIR2DS5	-0.53
NR1H2	NA
B3GALT6	0.39
GH2	0.4
MC5R	-0.54
ZNF180	NA
MRPS16	NA
ARHGAP1	0.29
ZNF679	-0.67
HSD3B7	0.33
OR4D9	NA
IDI2	0.4
GLRA1	NA
CYP2C19	-0.6
LOC128102	-0.63
CMPK	-0.53
GPX1	-0.5
CHST12	-0.5
SCN1B	-0.43
NUP214	-0.57
VPS16	0.4
MAPK8IP3	NA
CCND3	-0.37
IL21	-0.51
UGT2B4	NA
ACSM3	-0.47
MAPK8IP1	-0.49
ATP1B1	-0.66
BMP1	NA
TULP4	0.32
GUCY1A2	-0.64
NSDHL	-0.45
GUCY2F	-0.56
PLCD1	NA
OR10Z1	NA
C22ORF28	-0.39
MRGPRX3	NA
ALS2CL	NA
IRGC	-0.46
APOD	-0.69
RNF157	NA
PTPLA	0.4
HNRPR	-0.64
APEX2	-0.32
ZNF396	-0.48
RFK	-0.67
IGFBP7	-0.56
CDK4	-0.61
ABT1	-0.41
B4GALT6	NA
SAP18	NA
MANEA	NA
C11ORF45	0.35
LGALS13	-0.55
UBE2L6	0.36
IL18BP	-0.47
SQLE	-0.5
PRKAR2A	-0.51
RPS6KB1	-0.5
CTRC	-0.51
INCA1	NA
CLEC3A	-0.72
ZNF496	-0.48
PLAA	-0.72
RTN4R	NA
KPNA4	NA
RGAG4	0.35
CAMK2N1	-0.36
SERPINB1	-0.47
NPVF	NA
IL4I1	-0.55
RP11-217H1.1	0.27
MAP4K5	-0.55
SYPL1	0.4
EGLN1	-0.52
SCNN1A	-0.28
LPHN3	NA
TYROBP	-0.59
SND1	-0.42
NACAL	NA
NGFRAP1	-0.59
ECM1	-0.49
PECI	-0.49
RIMS4	0.37
MST1	-0.37
STMN3	NA
BCMO1	-0.68
AMDHD1	-0.5
SLC9A9	-0.52
DPF3	NA
IFT20	NA
ILK	-0.59
LIMD1	NA
ICAM4	-0.64
SEC23A	-0.69
OR7E5P	-0.68
FES	-0.43
CACNA1I	0.41
TTLL2	NA
ABCC10	-0.69
CATSPER2	NA
INTS6	-0.48
ALOX15	-0.72
F2RL3	NA
OR52K2	-0.47
DLD	-0.58
EFNB1	NA
LOC128192	0.29
GUCY1A3	-0.45
LOC391045	-0.61
NANOG	-0.32
CIB1	NA
S100A9	0.37
MUCDHL	-0.54
ACOT11	-0.58
SCN5A	-0.69
RTN4RL1	0.34
MLLT11	0.3
RUNX1	NA
BPY2	-0.62
MR1	-0.64
VEGFC	NA
NT5E	-0.36
ATP12A	NA
SLPI	-0.62
OR10A2	-0.45
SSR3	-0.46
YBX1	NA
ARSA	-0.35
OR10X1	NA
MPP1	-0.65
CHRM2	-0.73
STX19	-0.69
BTRC	-0.63
ATP5S	-0.69
TPP1	-0.44
LOC283398	-0.5
IFNA17	-0.46
SLC35D2	-0.48
DCAMKL2	-0.36
PTPRB	-0.67
SPINK5	-0.41
BACH2	-0.59
ABHD8	-0.41
DMP1	0.4
TXNDC3	-0.45
FARSA	0.38
FLJ22655	-0.38
CCR9	-0.63
TRIAD3	0.49
RIT1	NA
SLC4A10	-0.6
REG3A	-0.27
PTPDC1	-0.54
STAR	-0.44
CXCL16	-0.64
TGM7	NA
DEGS2	-0.63
DLG4	NA
GNB1L	-0.46
CYP4B1	-0.66
ARF3	-0.46
ZNF85	-0.64
CDK10	NA
UNC5B	-0.48
CYB561D1	-0.43
OR10H1	-0.45
PDXP	NA
ITGB3BP	-0.52
RHOG	-0.6
MID2	0.38
ISG20	-0.71
C1ORF9	0.39
SCN8A	-0.45
DUSP15	NA
PGRMC1	-0.49
SHBG	-0.62
BRD2	0.22
MAP3K10	-0.47
WNK2	-0.56
SF1	NA
WNT11	NA
RHO	-0.59
SERPINA11	-0.55
MAF	NA
TMLHE	0.32
TXNDC9	0.37
CST1	-0.45
AANAT	-0.5
HTATSF1	NA
PRKCI	NA
YES1	-0.62
ACTR3	-0.69
OR1E2	-0.66
GRM2	NA
HCFC2	-0.48
PRKACB	NA
MX1	-0.5
AURKB	-0.6
P2RY4	-0.44
PEX10	-0.6
PPP1R3G	-0.54
ZNF420	0.39
KLHL23	-0.52
APOA4	0.37
NTRK2	-0.56
ALG12	0.43
NCLN	-0.62
FASN	-0.51
TMOD4	NA
SPP1	-0.58
TFEC	-0.58
HIPK4	NA
PAX9	-0.63
PEX3	-0.72
EYA4	NA
ST6GAL1	-0.64
REXO4	-0.47
FABP6	0.39
LOC91461	-0.58
PTPN21	-0.64
CYP7B1	NA
ZNF669	-0.57
SLITRK1	-0.5
CD19	-0.56
LOC402252	-0.55
ZNF302	0.39
RGS2	-0.69
IL22	0.39
FANCC	NA
KITLG	NA
MGAT4B	-0.69
RAD50	-0.54
PRRG3	-0.4
PTPN23	0.37
ITGAX	-0.53
G3BP1	NA
SLC39A1	-0.7
RPH3A	-0.54
AFM	-0.72
DPEP2	-0.68
RASGRP2	-0.56
ROBO3	NA
MCF2L	NA
FBXO5	-0.61
LOC402289	NA
AKR1C3	-0.43
EIF4E	-0.69
MRC1	-0.37
NTAN1	NA
SORCS2	-0.5
FLJ25680	-0.39
SEMA5B	-0.54
MOS	-0.49
CREB1	0.48
LRPAP1	-0.51
ZBTB16	-0.61
CLTA	NA
USP5	-0.66
PLXDC1	-0.6
NKX6-1	-0.46
DNPEP	NA
ZNF214	-0.48
MAFG	-0.53
IBTK	0.34
SYT13	NA
OTUB1	0.26
ENO1	-0.52
POLR1C	NA
TGM3	-0.6
AKAP1	-0.58
SIX5	-0.46
CTDP1	0.41
SLC6A9	NA
C6	0.32
PTPRN2	0.35
FOXO1A	-0.38
CTNNBIP1	-0.52
CDC42BPB	NA
OR51E1	NA
PITPNM1	0.43
MDC1	NA
KCNS2	-0.42
KHSRP	-0.41
PRDM4	-0.57
FN3KRP	NA
PCAF	-0.63
ANXA8	NA
PROX1	NA
RAPH1	-0.69
KIR3DL1	-0.59
PTGER2	NA
PHOX2B	NA
KDELR2	NA
RAB11FIP5	-0.43
SLC1A2	-0.55
GEMIN4	-0.37
IDE	-0.58
DCTN4	NA
TCF20	0.39
RABL4	NA
PRDX6	-0.52
RAD18	0.43
OC90	-0.54
PCDH21	-0.48
C10ORF116	NA
HTR4	-0.54
KIAA1012	NA
EPDR1	NA
LRP8	-0.51
SLC39A14	0.33
PUM2	NA
MAP3K7IP2	-0.53
FADS1	NA
TSLP	-0.34
EPS8L1	-0.5
UHRF1	-0.32
AADAC	-0.32
SIX1	-0.5
EFEMP2	0.39
PMF1	-0.56
C5ORF5	-0.58
POLDIP2	NA
PIAS1	-0.45
NOX4	-0.44
AZU1	-0.53
DDX4	-0.61
BTG1	0.28
H6PD	NA
NDUFS2	0.43
ZHX1	-0.33
ZSCAN4	-0.34
CDC42SE1	NA
PCDHB8	-0.63
SIRT7	0.37
PPM1G	-0.63
PPIL6	-0.5
NR2F6	0.37
AAK1	NA
ENTPD6	NA
HMGCL	-0.69
OR52B6	-0.47
OTUD7B	-0.54
PVRL4	-0.45
GPATCH1	-0.57
IDH1	-0.65
GALNTL4	NA
S100G	-0.55
NEUROG1	-0.36
FZD7	0.39
STRA13	-0.6
MTMR9	NA
COX10	-0.71
IFNAR2	-0.68
ADAMTS4	-0.35
ST7	-0.69
LTBP2	NA
SELS	NA
POLR3K	-0.42
SERPINB2	-0.41
EYA2	-0.6
IFITM1	NA
SYNCRIP	0.38
HIST4H4	-0.56
ACVR1B	-0.4
SEMA3B	-0.53
COLQ	-0.5
ADCY5	-0.58
PPEF2	-0.55
MAB21L2	-0.58
CYSLTR1	-0.43
OR2B2	-0.64
ENTPD4	NA
BAG4	NA
VANGL1	-0.48
FLJ20433	-0.34
CDX4	-0.4
ARHGEF16	0.38
TSPO	-0.6
TBX21	NA
AGTR1	-0.69
HYOU1	-0.67
NDUFS7	-0.55
EPHA3	NA
ACSS2	NA
DERA	NA
SC5DL	NA
HMHA1	-0.69
KNG1	NA
SLC37A3	-0.45
RNASE6	-0.65
B4GALNT4	NA
GPR144	-0.52
LOC94431	-0.45
ZC3HAV1	-0.52
PTPRK	NA
MBD1	-0.44
DDC	-0.56
TMPRSS13	-0.55
SLC39A3	NA
RHOD	-0.4
HOXD8	0.3
PTPMT1	-0.44
WDR51B	0.36
ZNF234	-0.45
MRLC2	0.38
ARHGAP20	-0.57
GUCY2D	-0.46
LOC441689	-0.53
CHRNA6	-0.68
RNF26	-0.46
TRAF7	NA
TGM5	-0.33
ITGA3	-0.56
MYST2	NA
P2RY1	-0.57
