pathwaysNames	netSize	subnetSize	subnetScore	pvalues	qvalues	geneListEntrez
Protein folding	44	2	6.67859147747633	0.0199501246882793	0.378971695166488	CCT4;CCT6A
Purine metabolism	29	5	3.48632108773043	0.312876052948255	0.623785356991821	ATIC;DCK;IMPDH1;NT5C2;PNP
Purine ribonucleoside monophosphate biosynthesis	11	2	3.01014773362093	0.405535499398315	0.623785356991821	GMPS;IMPDH1
Purine salvage	0	NA	NA	NA	NA	
Pyrimidine catabolism	0	NA	NA	NA	NA	
Pyrimidine metabolism	16	2	1.94088900249317	0.70878459687124	0.717318816047996	DCK;DCTD
Pyruvate metabolism	15	2	0.949150481278079	0.906483790523691	0.749362450230115	LDHA;SLC16A1
Pyruvate metabolism and Citric Acid (TCA) cycle	33	3	3.17993283491639	0.376654632972322	0.623785356991821	D2HGDH;DLST;SUCLA2
RA biosynthesis pathway	13	2	2.43306410280017	0.619700748129676	0.676271791495362	ALDH1A1;DHRS9
RAF activation	20	2	3.33430592571328	0.497652582159624	0.623785356991821	PPP2CA;RAF1
RAF-independent MAPK1/3 activation	19	3	1.84160432117712	0.730445246690734	0.717318816047996	DUSP16;IL6ST;MAPK1
RAF/MAP kinase cascade	183	72	3.20970385044696	0.370637785800241	0.623785356991821	ACTN2;ANGPT1;ARRB2;BTC;CALM3;CAMK2A;CNKSR1;DAB2IP;DUSP16;ERBB4;FGF10;FGF20;FGF23;FGF4;FGF6;FGF9;FGFR3;FN1;GRIN2C;IL17RD;IL2RA;IL2RB;IL3;IL5RA;IRS1;IRS2;JAK1;KIT;KLB;KSR1;LAMTOR3;LAT;MAPK1;NCAM1;NF1;NRAS;NRG1;PDGFA;PDGFRB;PHB;PPP5C;PSMA1;PSMA7;PSMA8;PSMB10;PSMB11;PSMB4;PSMB7;PSMC1;PSMC6;PSMD13;PSMD3;PSMD5;PSME4;RAP1A;RAP1B;RASA2;RASA3;RASAL1;RASGRP3;RASGRP4;SHC3;SOS1;SPRED3;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;SPTBN4;SPTBN5;TLN1
Rap1 signalling	16	2	3.65068194513753	0.286401925391095	0.623785356991821	RAF1;RAP1B
Ras activation uopn Ca2+ infux through NMDA receptor	18	2	1.91513468169859	0.853231106243154	0.746171194613845	ACTN2;CALM3
Receptor-ligand binding initiates the second proteolytic cleavage of Notch receptor	0	NA	NA	NA	NA	
Recognition of DNA damage by PCNA-containing replication complex	20	4	1.41264016895398	0.892580287929125	0.749362450230115	DTL;POLE;RPA1;USP1
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	49	2	2.99067157818023	0.619047619047619	0.676271791495362	HIST1H4J;MAPK8
Recruitment of mitotic centrosome proteins and complexes	63	2	3.8855516085062	0.463307776560789	0.623785356991821	CEP152;NINL
Recruitment of NuMA to mitotic centrosomes	11	2	2.42476839399806	0.725359911406423	0.717318816047996	NUMA1;TUBGCP2
Recycling of bile acids and salts	11	2	3.56026904252842	0.303249097472924	0.623785356991821	FABP6;NCOA1
Recycling pathway of L1	19	2	1.24704985494732	0.866583541147132	0.746171194613845	AP2A1;MAPK1
Regulated Necrosis	13	2	1.84045684203284	0.7981220657277	0.729747058319346	CASP8;FAS
Regulated proteolysis of p75NTR	10	2	1.26966539758809	NA	NA	APH1A;NGFR
Regulation by c-FLIP	11	2	1.84045684203284	0.828349944629014	0.739574260943796	CASP8;FAS
Regulation of actin dynamics for phagocytic cup formation	47	2	2.65369311806129	0.5785536159601	0.657941178607442	ACTB;MYH9
Regulation of activated PAK-2p34 by proteasome mediated degradation	36	2	5.91285920845296	0.102957283680175	0.384245156985485	PSMD5;PSME4
Regulation of APC/C activators between G1/S and early anaphase	56	2	5.91285920845296	0.0727699530516432	0.378971695166488	PSMD5;PSME4
Regulation of Apoptosis	37	2	5.91285920845296	0.102957283680175	0.384245156985485	PSMD5;PSME4
Regulation of beta-cell development	0	NA	NA	NA	NA	
Regulation of cholesterol biosynthesis by SREBP (SREBF)	48	6	6.15565723860665	0.0276774969915764	0.378971695166488	ACACB;HMGCS1;MVK;NCOA1;SREBF1;SREBF2
Regulation of Complement cascade	0	NA	NA	NA	NA	
Regulation of DNA replication	56	2	5.91285920845296	0.0727699530516432	0.378971695166488	PSMD5;PSME4
Regulation of FZD by ubiquitination	14	2	2.03476109341644	0.761737089201878	0.719786172501165	LGR6;UBA52
Regulation of gene expression in beta cells	0	NA	NA	NA	NA	
Regulation of HSF1-mediated heat shock response	0	NA	NA	NA	NA	
Regulation of Hypoxia-inducible Factor (HIF) by oxygen	19	2	3.11841793378421	0.466334164588529	0.623785356991821	EP300;EPAS1
Regulation of IFNA signaling	18	2	2.45387731885129	0.678403755868545	0.706111765655474	IFNAR2;STAT1
Regulation of IFNG signaling	0	NA	NA	NA	NA	
Regulation of IGF Activity by IGFBP	16	2	4.02380465009693	NA	NA	IGF2;IGFBP3
Regulation of innate immune responses to cytosolic DNA	11	2	3.92065032179392	0.281795511221945	0.623785356991821	DTX4;TMEM173
Regulation of insulin secretion	55	2	3.30469586594431	0.34777376654633	0.623785356991821	CACNB2;SYT5
Regulation of KIT signaling	11	2	1.99141726104051	0.721945137157107	0.717318816047996	KIT;PTPN6
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	96	9	6.75365191916448	0.0168471720818291	0.378971695166488	EP300;FADS1;HMGCS1;MED13L;MED4;NCOA1;NCOR2;RXRA;SREBF2
Regulation of mitotic cell cycle	61	2	5.91285920845296	0.08859357696567	0.378971695166488	PSMD5;PSME4
Regulation of mRNA stability by proteins that bind AU-rich elements	59	2	5.91285920845296	0.0411471321695761	0.378971695166488	PSMD5;PSME4
Regulation of necroptotic cell death	11	2	1.84045684203284	0.828349944629014	0.739574260943796	CASP8;FAS
Regulation of ornithine decarboxylase (ODC)	38	2	5.91285920845296	0.102957283680175	0.384245156985485	PSMD5;PSME4
Regulation of PLK1 Activity at G2/M Transition	64	5	4.20435222659981	0.327796234772979	0.623785356991821	CEP135;CEP152;CEP164;CEP41;NINL
Regulation of pyruvate dehydrogenase (PDH) complex	0	NA	NA	NA	NA	
Regulation of RAS by GAPs	51	2	5.91285920845296	0.0727699530516432	0.378971695166488	PSMD5;PSME4
Regulation of signaling by CBL	15	3	-0.213980421103685	0.98943661971831	0.765603019006309	PIK3CA;PIK3R3;SYK
Regulation of signaling by NODAL	0	NA	NA	NA	NA	
Regulation of TNFR1 signaling	19	4	1.81043074588568	0.763092269326683	0.719786172501165	CASP8;CHUK;CYLD;TRAF2
Removal of licensing factors from origins	54	2	5.91285920845296	0.0727699530516432	0.378971695166488	PSMD5;PSME4
Removal of the Flap Intermediate	11	2	1.72540494429027	0.886089813800657	0.749362450230115	FEN1;PRIM1
Removal of the Flap Intermediate from the C-strand	0	NA	NA	NA	NA	
Repression of WNT target genes	12	2	4.85470903706884	0.172535211267606	0.500209251814227	CTBP2;TCF7
Reproduction	10	2	0.203819334007853	0.962593516209476	0.755254804411399	ADAM2;ZP2
Resolution of Abasic Sites (AP sites)	24	2	3.52030536499711	0.449530516431925	0.623785356991821	FEN1;PARP2
Resolution of AP sites via the multiple-nucleotide patch replacement pathway	20	2	3.52030536499711	0.482834994462901	0.623785356991821	FEN1;PARP2
Resolution of D-Loop Structures	30	2	3.66590076687443	0.451827242524917	0.623785356991821	BRCA2;MUS81
Resolution of D-loop Structures through Holliday Junction Intermediates	29	2	3.66590076687443	0.451827242524917	0.623785356991821	BRCA2;MUS81
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	25	2	2.14261106786638	0.822562979189485	0.739574260943796	BRCA2;RAD51AP1
Resolution of Sister Chromatid Cohesion	78	8	4.32507614176375	0.352683461117196	0.623785356991821	CENPM;KIF2A;KNTC1;NUP107;PDS5B;PPP2CA;RANGAP1;SGOL1
Respiratory electron transport	46	2	5.08790049293783	0.107231920199501	0.389440433444366	NDUFA10;NDUFB5
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	0	NA	NA	NA	NA	
Response to elevated platelet cytosolic Ca2+	0	NA	NA	NA	NA	
Retinoid metabolism and transport	22	2	2.59998650955203	0.592269326683292	0.662981313532333	LRP1;SDC3
Retrograde neurotrophin signalling	12	2	4.60665391765554	0.25359911406423	0.622938165211462	AP2A1;NTRK1
Rev-mediated nuclear export of HIV RNA	29	2	6.07591812384921	0.0887185104052574	0.378971695166488	NUP188;NUP205
Rho GTPase cycle	95	5	5.99530299355871	0.036101083032491	0.378971695166488	CHN1;FGD3;MCF2L;OBSCN;RHOBTB2
RHO GTPase Effectors	0	NA	NA	NA	NA	
RHO GTPases activate CIT	13	2	3.33343988786499	0.498826291079812	0.623785356991821	CIT;MYH14
RHO GTPases Activate Formins	94	9	3.79558190465127	0.418604651162791	0.623785356991821	BUB1B;CENPP;CKAP5;KIF2C;NUP107;NUP37;PPP2CA;RANGAP1;SGOL1
RHO GTPases activate IQGAPs	11	2	4.72387199852703	0.196009389671362	0.531127763727121	CALM3;IQGAP2
RHO GTPases activate KTN1	0	NA	NA	NA	NA	
RHO GTPases Activate NADPH Oxidases	0	NA	NA	NA	NA	
RHO GTPases activate PAKs	18	2	5.73714449343404	0.0461346633416459	0.378971695166488	MYH14;MYLK
RHO GTPases activate PKNs	55	8	2.91350622213818	0.518703241895262	0.632289716362594	HIST1H3I;HIST1H4J;HIST1H4K;KDM4C;MYH14;PKN1;PPP1R12B;PPP1R14A
RHO GTPases Activate ROCKs	15	2	2.89149735739136	0.593896713615023	0.662981313532333	MYH14;RHOA
RHO GTPases Activate WASPs and WAVEs	27	2	2.48418795350506	0.717607973421927	0.717318816047996	ACTB;BRK1
Ribosomal scanning and start codon recognition	38	2	5.66713850175704	0.136911281489595	0.446785213115253	EIF2S2;RPS3A
RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	60	5	4.64276992292406	0.139590854392298	0.453339469063053	CHUK;EP300;IFIH1;IRF3;ITCH
RIPK1-mediated regulated necrosis	13	2	1.84045684203284	0.7981220657277	0.729747058319346	CASP8;FAS
RIP-mediated NFkB activation via ZBP1	16	2	2.12726559042668	0.687032418952618	0.710712494426071	CHUK;NFKBIA
RMTs methylate histone arginines	43	5	3.67387498574215	0.28158844765343	0.623785356991821	ACTL6A;HIST1H3I;HIST1H4J;HIST3H2A;PRMT1
RNA Pol II CTD phosphorylation and interaction with CE	20	2	4.14620088752639	0.399780941949617	0.623785356991821	GTF2H3;RNMT
RNA Polymerase I Chain Elongation	50	2	3.32882451271774	0.5	0.623785356991821	GTF2H3;POLR2L
RNA Polymerase II HIV Promoter Escape	29	2	3.74577663809142	0.491785323110624	0.623785356991821	GTF2H3;POLR2A
RNA Polymerase III Abortive And Retractive Initiation	35	2	3.73041283419094	0.440753045404208	0.623785356991821	BDP1;POLR3F
RNA Polymerase III Chain Elongation	15	2	3.63929506421682	0.515881708652793	0.632289716362594	POLR2L;POLR3F
RNA Polymerase III Transcription	35	2	3.73041283419094	0.440753045404208	0.623785356991821	BDP1;POLR3F
RNA Polymerase III Transcription Initiation	30	2	3.73041283419094	0.496166484118291	0.623785356991821	BDP1;POLR3F
RNA Polymerase III Transcription Initiation From Type 1 Promoter	23	2	3.73041283419094	0.496166484118291	0.623785356991821	BDP1;POLR3F
RNA Polymerase III Transcription Initiation From Type 2 Promoter	22	2	3.73041283419094	0.496166484118291	0.623785356991821	BDP1;POLR3F
RNA Polymerase III Transcription Initiation From Type 3 Promoter	23	2	3.73041283419094	0.496166484118291	0.623785356991821	BDP1;POLR3F
RNA Polymerase III Transcription Termination	20	2	3.63929506421682	0.458471760797342	0.623785356991821	POLR2L;POLR3F
RNA Polymerase II Pre-transcription Events	46	2	3.74577663809142	0.437430786267996	0.623785356991821	GTF2H3;POLR2A
RNA Polymerase II Promoter Escape	29	2	3.74577663809142	0.491785323110624	0.623785356991821	GTF2H3;POLR2A
RNA Polymerase II Transcription	75	9	4.11069491223841	0.253117206982544	0.622938165211462	CPSF1;ERCC2;GTF2H3;NCBP2;POLR2A;POLR2L;RNMT;SUPT16H;TAF3
RNA Polymerase II Transcription Elongation	35	2	3.74577663809142	0.491785323110624	0.623785356991821	GTF2H3;POLR2A
RNA Polymerase II Transcription Initiation	29	2	3.74577663809142	0.491785323110624	0.623785356991821	GTF2H3;POLR2A
RNA Polymerase II Transcription Initiation And Promoter Clearance	29	2	3.74577663809142	0.491785323110624	0.623785356991821	GTF2H3;POLR2A
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	29	2	3.74577663809142	0.491785323110624	0.623785356991821	GTF2H3;POLR2A
RNA Polymerase II Transcription Termination	30	2	1.63088003677896	0.866002214839424	0.746171194613845	CPSF1;SRSF11
RNA Polymerase I Promoter Clearance	66	6	4.23536607393307	0.234413965087282	0.590851834288554	GATAD2B;GTF2H3;HIST1H3I;POLR2L;TWISTNB;UBTF
RNA Polymerase I Promoter Escape	23	2	3.32882451271774	0.590361445783133	0.662981313532333	GTF2H3;POLR2L
RNA Polymerase I Promoter Opening	31	2	2.38222443696228	0.732004429678848	0.717318816047996	HIST1H3I;HIST1H4J
RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	96	33	2.59959540787435	0.592269326683292	0.662981313532333	BDP1;CCNH;CHD4;CRCP;ERCC2;GATAD2B;GTF2H3;GTF3A;HIST1H3B;HIST1H3C;HIST1H3I;HIST1H4C;HIST1H4K;KAT2A;KAT2B;MBD3;MNAT1;MTA2;NFIC;NFIX;POLR1B;POLR1D;POLR2K;POLR2L;POLR3A;POLR3B;POLR3F;POLR3K;RBBP4;SNAPC1;TAF1B;TWISTNB;UBTF
RNA Polymerase I Transcription	66	6	4.23536607393307	0.234413965087282	0.590851834288554	GATAD2B;GTF2H3;HIST1H3I;POLR2L;TWISTNB;UBTF
RNA Polymerase I Transcription Initiation	36	3	4.25399446038015	0.292253521126761	0.623785356991821	GATAD2B;GTF2H3;TAF1B
RNA Polymerase I Transcription Termination	23	2	3.32882451271774	0.590361445783133	0.662981313532333	GTF2H3;POLR2L
Role of LAT2/NTAL/LAB on calcium mobilization	82	7	4.52187799430746	0.151624548736462	0.457247567934286	EGF;NRG1;PDGFA;PDGFRB;PTEN;TNRC6A;TNRC6B
Role of phospholipids in phagocytosis	18	2	1.01249578768196	0.899002493765586	0.749362450230115	PLCG1;PRKCD
RORA activates gene expression	25	3	5.01408919891772	0.112219451371571	0.402163942791325	EP300;NCOA1;NPAS2
ROS production in response to bacteria	21	2	2.45507169094038	0.720930232558139	0.717318816047996	ATP6V0A2;ATP6V1G1
S33 mutants of beta-catenin aren't phosphorylated	11	2	2.52310276916692	0.746987951807229	0.717318816047996	CTNNB1;PPP2CA
S37 mutants of beta-catenin aren't phosphorylated	11	2	2.52310276916692	0.746987951807229	0.717318816047996	CTNNB1;PPP2CA
S45 mutants of beta-catenin aren't phosphorylated	11	2	2.52310276916692	0.746987951807229	0.717318816047996	CTNNB1;PPP2CA
Scavenging by Class A Receptors	12	2	1.87517233888565	0.725631768953069	0.717318816047996	COL4A2;MSR1
Scavenging of heme from plasma	0	NA	NA	NA	NA	
SCF-beta-TrCP mediated degradation of Emi1	39	2	5.91285920845296	0.102957283680175	0.384245156985485	PSMD5;PSME4
SCF(Skp2)-mediated degradation of p27/p21	39	2	4.307211311502	0.310077519379845	0.623785356991821	PSMD13;PSMD5
Sema3A PAK dependent Axon repulsion	12	2	2.42525242702472	0.686619718309859	0.710712494426071	NRP1;PAK2
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	12	2	2.66893395617215	0.637323943661972	0.684446474052152	FARP2;NRP1
Sema4D induced cell migration and growth-cone collapse	20	2	2.89149735739136	0.521197007481297	0.632289716362594	MYH14;RHOA
Sema4D in semaphorin signaling	23	3	3.02403925401332	0.496259351620948	0.623785356991821	LIMK2;MYH14;RHOA
Semaphorin interactions	48	8	3.55944790904841	0.303249097472924	0.623785356991821	CRMP1;FARP2;MYH14;NRP1;PAK2;RAC1;RHOC;SEMA4D
Senescence-Associated Secretory Phenotype (SASP)	51	2	2.79994129765136	0.613849765258216	0.676271791495362	ANAPC5;HIST1H3I
Separation of Sister Chromatids	121	35	3.33708438662268	0.497652582159624	0.623785356991821	ANAPC4;ANAPC5;BUB1B;CDC20;CENPA;CENPK;CENPP;CENPU;ESPL1;KIF2B;KIF2C;MAD1L1;NDE1;NSL1;NUP107;NUP133;NUP37;PDS5A;PDS5B;PMF1;PPP1CC;PPP2CA;PPP2R1B;PPP2R5E;PSMA1;PSMA4;PSMB11;PSMC6;PSMD13;PSMD5;PSME4;RANBP2;RANGAP1;SGOL1;UBE2E1
Serotonin Neurotransmitter Release Cycle	15	2	3.17118636162121	0.634173055859803	0.683763280217943	PPFIA3;SYN3
SHC1 events in EGFR signaling	183	63	3.60273856415885	0.296028880866426	0.623785356991821	ACTN2;ANGPT1;ARRB1;CALM3;CAMK2A;DAB2IP;EGF;EGFR;ERBB4;EREG;FGB;FGF2;FGFR2;GRIN2D;HRAS;IL3;IRS2;KIT;LAT;MAP2K1;MAPK3;NCAM1;NF1;NRG1;NRG2;PDGFRB;PPP2CA;PPP2R1B;PPP2R5C;PPP5C;PSMA5;PSMA7;PSMB10;PSMB11;PSMB4;PSMB7;PSMC1;PSMC5;PSMC6;PSMD11;PSMD13;PSMD2;PSMD5;PSMD6;PSMD9;PSME2;PSME4;PTK2;PTPRA;RAF1;RAP1B;RASA1;RASA3;RASAL1;RASAL2;RASGRP3;SHC2;SPRED2;SPRED3;SPTB;SPTBN1;SPTBN2;UBA52
SHC1 events in ERBB2 signaling	183	85	2.97398680232318	0.416365824308063	0.623785356991821	ACTN2;ARRB2;BTC;CALM1;CALM3;CAMK2A;CAMK2B;CAMK2D;CAMK2G;CNKSR1;CSF2RB;CSK;DAB2IP;DLG4;DUSP10;DUSP16;DUSP5;EGFR;ERBB2;ERBB3;ERBB4;EREG;FGB;FGF10;FGF17;FGF2;FGFR2;FN1;GRIN1;HRAS;JAK2;KRAS;KSR1;LAMTOR3;MAP2K1;MAP3K11;MAPK1;MAPK3;NEFL;NF1;NRG1;NRG2;NRG3;PDGFA;PDGFRB;PPP2CA;PPP2R1A;PPP2R1B;PPP2R5C;PPP2R5E;PSMA1;PSMB10;PSMB11;PSMB4;PSMB7;PSMC3;PSMC5;PSMD12;PSMD13;PSMD14;PSMD2;PSMD5;PSMD8;PSMD9;PSME1;PSME4;PSMF1;PTPRA;RAF1;RAP1B;RASA1;RASAL1;RASAL2;RASAL3;RASGRP3;RASGRP4;SHC2;SHC3;SOS1;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;VWF
SHC1 events in ERBB4 signaling	183	74	3.05653804078459	0.399518652226233	0.623785356991821	ACTN2;APBB1IP;ARRB1;CAMK2B;CAMK2D;CAMK2G;CNKSR1;CUL3;DAB2IP;DUSP10;DUSP5;EGF;EGFR;ERBB4;FGA;FGF10;FGF8;FN1;GRIN1;GRIN2D;HRAS;IRS1;IRS2;ITGA2B;ITGB3;JAK1;JAK3;KIT;KLB;KRAS;KSR2;LAMTOR3;MAPK1;NCAM1;NF1;NRAS;NRG1;NRG2;PDGFA;PDGFRA;PDGFRB;PPP2CA;PPP2R5E;PSMA1;PSMA7;PSMB11;PSMB4;PSMC1;PSMC6;PSMD14;PSMD3;PSMD5;PSMD6;PSME1;PSME2;PSME4;RAF1;RAP1A;RAP1B;RASA1;RASA3;RASAL1;RASGRP3;SHC2;SHC3;SPRED1;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN4;SRC;VWF;WDR83
SHC-mediated cascade:FGFR1	18	2	1.30606430475055	0.890845070422535	0.749362450230115	FGF10;SOS1
SHC-mediated cascade:FGFR2	18	4	1.50115967466771	0.857981220657277	0.746171194613845	FGF10;FGF23;FGF6;SOS1
SHC-mediated cascade:FGFR3	14	2	0.779607014839971	0.946009389671362	0.753901725439927	FGF23;SOS1
SHC-mediated cascade:FGFR4	17	2	0.981621351141027	0.924882629107981	0.752326154722782	FGF6;SOS1
Sialic acid metabolism	0	NA	NA	NA	NA	
Signal amplification	0	NA	NA	NA	NA	
Signal attenuation	0	NA	NA	NA	NA	
Signaling by activated point mutants of FGFR1	0	NA	NA	NA	NA	
Signaling by activated point mutants of FGFR3	0	NA	NA	NA	NA	
Signaling by Activin	0	NA	NA	NA	NA	
Signaling by BMP	19	2	1.31806977580391	0.850374064837905	0.746171194613845	ACVR2A;SMAD1
Signaling by EGFR	272	2	3.26799262679453	0.354993983152828	0.623785356991821	AKT1;THEM4
Signaling by EGFR in Cancer	16	2	1.76913890318435	0.769326683291771	0.719786172501165	EGF;PLCG1
Signaling by EGFRvIII in Cancer	14	2	1.43901454263729	0.875586854460094	0.746799386138986	EGF;EGFR
Signaling by ERBB2	260	106	2.44674020228498	0.548736462093863	0.642418304573185	ADCY5;ADCY7;ADCY9;ADRBK1;AGO1;AGO4;AKT1;AKT1S1;APBB1IP;CALM3;CAMK2A;CAMK2B;CAMK2G;CREB1;CSK;CUL5;DUSP10;DUSP16;EGF;ERBB2IP;ERBB3;FGB;FGF10;FGF2;FGF23;FGF3;FGF6;FGFR1;FGFR2;FGFR3;FGG;FN1;GRIN1;GRIN2D;HSP90AA1;IL17RD;IL2RA;IL2RB;IL3;IL5RA;ITGB3;JAK2;KIT;KRAS;LAT;MAP3K11;MAPK1;MAPKAP1;MATK;NF1;NRG1;NRG2;NRG3;PDGFA;PDGFRB;PHB;PHLPP1;PPP2CA;PPP2R1B;PPP2R5C;PRKACA;PRKAR1A;PRKCA;PRKCD;PRKCG;PSMA1;PSMA6;PSMA7;PSMA8;PSMB10;PSMB11;PSMB3;PSMB4;PSMB6;PSMC3;PSMC6;PSMD13;PSMD14;PSMD3;PSMD5;PSMD8;PSMD9;PSME4;PTEN;PTPRA;RAP1A;RAP1B;RASGEF1A;RASGRF1;RASGRF2;RASGRP4;RNF41;SHC2;SOS1;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;TLN1;TNRC6A;TNRC6B;UBA52;USP8;WDR83;YES1
Signaling by ERBB4	250	100	3.26913925395821	0.354993983152828	0.623785356991821	ACTN2;AGO4;APBB1IP;APH1A;APH1B;BTC;CAMK2A;CAMK2B;CAMK2D;CNKSR1;CSF2RB;CSH1;CUL3;DUSP10;DUSP16;DUSP8;EGF;EGFR;ERBB4;EREG;FGF6;FGF9;FGFR2;FGFR3;GAB1;GFAP;GRIN1;GRIN2D;HRAS;IL2RA;IL2RB;IQGAP1;IRS1;ITCH;ITGA2B;ITGB3;JAK1;JAK2;KSR1;MAPK3;MOV10;NCAM1;NEDD4;NF1;NRG3;PDGFA;PDGFRA;PDGFRB;PGR;PHB;PIK3R2;PPP2CA;PPP2R1B;PPP2R5B;PPP5C;PRL;PRLR;PSMA7;PSMA8;PSMB7;PSMC1;PSMC6;PSMD1;PSMD12;PSMD13;PSMD4;PSMD5;PSMD6;PSMD9;PSME4;PTEN;RAF1;RAP1A;RAP1B;RAPGEF2;RASA1;RASA3;RASAL1;RASAL2;RASAL3;RASGRF1;RASGRF2;RASGRP3;RASGRP4;S100B;SH2B1;SHC2;SPRED1;SPRED3;SPTA1;SPTAN1;SPTB;SPTBN2;STAT5B;TEK;TNRC6A;TNRC6B;VAV1;VWF;WWP1
Signaling by FGFR	255	101	2.61535898378039	0.501805054151625	0.623785356991821	ACTN2;ADCY1;ADCY4;ADCY5;ADCY7;ADCY8;AGO2;AGO4;BTC;CALM3;CAMK4;CBL;CD19;CD80;CD86;CNKSR1;CSF2RB;CSK;DUSP5;EGF;ERBB4;EREG;FGA;FGB;FGF17;FGF23;FGF3;FGF6;FGFBP1;FGFBP3;FGFR1;FGFR3;FN1;FRS2;GAB1;GRIN2C;HRAS;IL2RA;IL2RB;IL3;IRS2;ITGA2B;ITGB3;JAK2;KIT;KLB;KRAS;LAMTOR3;MAP2K1;MAPK1;NF1;NRG2;PDGFA;PDGFRA;PDGFRB;PHB;PIK3CA;PIK3R3;PPP2CA;PPP2R5B;PPP5C;PSMA1;PSMA7;PSMB10;PSMB4;PSMC3;PSMC5;PSMC6;PSMD1;PSMD3;PSMD5;PSMD8;PSME1;PSME4;PSMF1;PTEN;RAF1;RASA1;RASA2;RASA3;RASAL1;RASAL2;RASGRF2;RASGRP1;RASGRP4;SHC1;SHC3;SOS1;SPRED2;SPRY2;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;SPTBN4;SPTBN5;TNRC6B;TNRC6C;UBA52;VWF
Signaling by FGFR1	252	94	2.95711481375657	0.422382671480144	0.623785356991821	ADCY1;ADCY3;ADCY6;ADCY8;ADRBK1;AGO2;ANGPT1;APBB1IP;ARRB2;CALM1;CALM3;CAMK2A;CAMK2B;CD19;CNKSR1;CSF2RB;CUL3;DAB2IP;DLG4;DUSP16;DUSP4;EGFR;ERBB3;ERBB4;FGA;FGF2;FGF23;FGF6;FGF9;FGFR2;FN1;FRS2;GAB1;GRIN2A;GRIN2C;IRS1;IRS2;JAK3;KIT;KLB;KRAS;MAPK3;NCAM1;NRG3;PDE1A;PDE1B;PDE1C;PDGFRA;PDGFRB;PHB;PIK3CD;PIK3R1;PLCG1;PPP2CA;PPP2R5E;PRKCA;PRKCG;PSMA1;PSMA4;PSMA5;PSMA6;PSMA8;PSMB10;PSMB4;PSMC6;PSMD13;PSMD14;PSMD2;PSMD5;PSMD8;PSMD9;PTEN;PTK2;RAF1;RAP1B;RASA1;RASA3;RASAL1;RASGEF1A;RASGRF1;RASGRF2;RASGRP1;RASGRP3;RASGRP4;SHC2;SPRED2;SPTA1;SPTB;SPTBN1;SPTBN2;TEK;TNRC6A;UBA52;VWF
Signaling by FGFR1 fusion mutants	16	2	0.948688273488521	0.906483790523691	0.749362450230115	PIK3CA;TRIM24
Signaling by FGFR1 in disease	32	3	1.63709941847442	0.800498753117207	0.729747058319346	FGF6;PLCG1;TRIM24
Signaling by FGFR2	255	107	2.63940029457047	0.499398315282792	0.623785356991821	ACTN2;ADCY1;ADCY3;ADCY4;ADCY5;ADCY6;ADCY7;ADCY8;ADCY9;AGO1;AGO2;ARRB2;CALM1;CALM3;CAMK2A;CAMK2D;CD19;CUL3;DUSP16;DUSP4;DUSP6;EGF;EGFR;ERBB2;ERBB3;ERBB4;FGF10;FGF17;FGF6;FGFBP3;FGFR1;FGG;FN1;FRS2;GRIN2B;GRIN2C;GRIN2D;HRAS;IL17RD;IL2RA;IL2RB;IL3;IL5RA;IRS1;ITGB3;JAK2;JAK3;KBTBD7;KIT;KLB;KSR2;LAMTOR3;MAP2K1;MAPK1;MOV10;NCAM1;NF1;NRG2;PAQR3;PDGFA;PDGFRB;PEBP1;PIK3CA;PIK3CD;PLCG1;PPP2R5C;PPP2R5E;PRKCD;PSMA1;PSMA3;PSMA6;PSMB10;PSMB11;PSMB7;PSMC6;PSMD1;PSMD12;PSMD13;PSMD3;PSMD5;PSMD6;PSMD8;PSME4;PTEN;PTK2;RAF1;RAP1B;RASA2;RASGRF2;RASGRP1;RASGRP3;RASGRP4;SHC2;SOS1;SPRED3;SPRY2;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;SPTBN5;TLN1;TNRC6B;UBA52;VAV1;VWF
Signaling by FGFR2 in disease	21	2	1.38077197796364	0.883802816901408	0.749362450230115	FGF10;PLCG1
